id,sector,size,tech_score,human_score,gov_score,shadow_it_ratio,has_critical_failure,final_risk_score,rating
sme_0018,FinTech,Small (10-50),94.29577389693335,58.49416855788047,98.25388824255482,0.4732866897961533,False,65.31606053965977,At Risk
sme_0019,Retail,Micro (<10),63.33941838174851,63.92236827207849,85.88826155746854,1.953434340286325,False,26.049646480909217,Critical
sme_0020,FinTech,Micro (<10),72.39284138051283,37.896703110521806,81.46362270304556,0.4764067830504304,False,49.321121280055635,Critical
sme_0021,Retail,Micro (<10),74.1274661774686,78.67840343954171,63.352824915374384,0.807172115588218,False,48.77598908409874,Critical
sme_0022,Manufacturing,Micro (<10),44.42992833085991,66.32316539231067,64.79489830069429,0.9645764803608092,False,35.30351265647468,Critical
sme_0023,Services,Small (10-50),76.06775167244098,48.65002393781324,35.44409578394499,0.5596080980431607,False,42.57078077495387,Critical
sme_0024,Manufacturing,Micro (<10),92.0654593193297,50.233606958863696,47.510072130957376,0.3981894556656355,False,54.319099337134524,At Risk
sme_0025,FinTech,Small (10-50),71.4062467186649,53.26574741443676,40.59819157475209,0.2528999053392266,False,50.542324055531935,At Risk
sme_0026,FinTech,Micro (<10),69.28904980341443,33.452090889091195,94.59091922235162,1.733609801152077,False,26.508498924406076,Critical
sme_0027,Services,Medium (50-250),71.03550094908019,64.92456050437072,48.8317422788725,1.6605659619393447,False,27.614045929765094,Critical
sme_0028,FinTech,Micro (<10),68.60630776812532,34.67705474799211,72.9505764194778,1.002475978731208,False,35.02447908427802,Critical
sme_0029,Manufacturing,Micro (<10),55.32440859623689,68.96389890405763,75.46167478468737,0.2080445189341888,False,58.69779222143223,At Risk
sme_0030,FinTech,Micro (<10),66.92374102309394,36.31704933034409,62.72372164954759,0.8106501926841008,False,36.779411914766754,Critical
sme_0031,Manufacturing,Micro (<10),88.36780856932135,78.0084137343974,81.8458302738824,0.4333551113880942,False,66.92053257987305,At Risk
sme_0032,Services,Micro (<10),69.40987326550297,58.60495995268509,30.68150924317577,0.2606711661851196,False,49.109498864367325,Critical
sme_0033,Services,Small (10-50),63.79989103594641,52.40640818612743,56.035919454841945,0.1885225669803793,False,52.665374413929534,At Risk
sme_0034,Retail,Micro (<10),50.0176286952676,59.8595275755732,94.0928619064511,0.3553308817913017,False,53.98502760904931,At Risk
sme_0035,Retail,Medium (50-250),68.75325273759904,41.65704540989318,79.35727576613401,1.0017485902234498,False,37.52391251498407,Critical
sme_0036,Retail,Micro (<10),72.48866804774882,68.937195700187,81.05205250972686,0.490245838776636,False,57.43288563992756,At Risk
sme_0037,Retail,Small (10-50),76.23256465629112,58.37400615531024,84.50450380246896,0.7255785373914782,False,50.12760241475446,At Risk
sme_0038,Manufacturing,Micro (<10),91.56550479517776,53.02942278821156,74.06572890802934,2.482056553151531,False,21.30654508228958,Critical
sme_0039,Manufacturing,Medium (50-250),81.22695584581248,83.1109411322154,68.57807099372681,0.9287396967289736,False,49.480559787382084,Critical
sme_0040,Manufacturing,Medium (50-250),64.44152553050141,65.55928053339778,77.5734815055647,0.4886790935858502,False,53.34971339440278,At Risk
sme_0041,Retail,Micro (<10),77.9266266031344,52.78761675490834,94.3070200387748,0.3483559955413216,False,61.51816875971632,At Risk
sme_0042,Retail,Small (10-50),96.5337898080306,72.93924695130445,54.40603430583696,0.3674027506912736,False,64.69713551927636,At Risk
sme_0043,Retail,Small (10-50),75.6122741439158,63.98413739096626,63.773356149847125,0.8606670040023275,False,44.598791730469465,Critical
sme_0044,Retail,Micro (<10),77.15994038970314,56.12535725999574,93.46434629989876,2.9339975800977185,False,17.036554612434788,Critical
sme_0045,FinTech,Medium (50-250),77.91958299849327,70.11415568416042,40.10091546386414,0.6576291194659807,False,47.31307926999563,Critical
sme_0046,Services,Micro (<10),69.57711315704468,45.393690717389084,72.37340710416736,0.9451056703382368,False,38.53413623282416,Critical
sme_0047,Services,Small (10-50),61.93106609628136,34.77295574176748,75.72133477169281,0.5527712090301211,False,42.38103298895059,Critical
sme_0048,Manufacturing,Medium (50-250),81.11350782013827,52.030787239093925,56.64649374776919,0.4605344974462865,False,51.486160358414445,At Risk
sme_0049,Retail,Micro (<10),57.35422183685732,58.40489924014886,92.88916848827851,0.2931381473300337,False,57.52507959657354,At Risk
sme_0050,Retail,Small (10-50),95.13818079714618,40.65033371498598,57.15107799012175,0.6305538774433388,False,48.56907349138181,Critical
sme_0051,Services,Micro (<10),61.167491878511896,50.45692182788837,74.72701125207776,0.4794806489160151,False,47.84621863000154,Critical
sme_0052,FinTech,Small (10-50),63.15744566109544,63.89829019765326,87.4977686783024,0.3560189687507039,False,58.168471650001834,At Risk
sme_0053,Retail,Medium (50-250),66.85259134663329,41.53064518489636,78.3555408904317,0.7345221771410572,False,42.157299466454745,Critical
sme_0054,Services,Small (10-50),49.69368931216897,33.08731222877816,45.02316272695887,0.7967984533769711,False,28.67780353971044,Critical
sme_0055,Manufacturing,Micro (<10),69.69714388332062,45.45572610039926,76.84578477289425,1.6164160276492756,False,28.0762398879029,Critical
sme_0056,Retail,Micro (<10),38.936732302410334,39.02668029669925,58.238986629637466,0.4013956473580508,False,35.83030062373706,Critical
sme_0057,Services,Medium (50-250),75.41701862652468,52.7954811192992,78.92734927022704,0.5045112983912499,False,53.132127623554844,At Risk
sme_0058,Manufacturing,Micro (<10),63.15897200553605,50.928612394210745,83.63633598740276,2.0875611374205447,False,22.53492607112443,Critical
sme_0059,Services,Medium (50-250),76.10539492098724,69.89661936240631,78.55722994660506,0.1411407318223632,False,69.46592815736616,At Risk
sme_0060,Retail,Micro (<10),55.557321844458016,65.44769022400764,63.00248956530636,0.5934396863143323,False,45.24937496139077,Critical
sme_0061,Manufacturing,Micro (<10),71.0258025585189,51.799304132948514,63.39122201010245,1.6270682997840489,False,27.655840172966368,Critical
sme_0062,Services,Micro (<10),57.2416505872796,45.7451642231708,66.49707957685517,1.3743872461233135,False,27.93166755650856,Critical
sme_0063,Retail,Small (10-50),69.70682132973118,37.65521215915906,74.3613838365082,0.427455533080222,False,48.173380411993634,Critical
sme_0064,Services,Micro (<10),69.19765889561724,43.797258720340224,55.98784374428282,1.5783240565782948,False,25.893140706976283,Critical
sme_0065,Services,Micro (<10),59.45017566788282,62.55017327775277,75.6758531038558,0.3105772552281636,False,55.30125782867651,At Risk
sme_0066,Services,Medium (50-250),51.72482704894455,62.34899783788809,55.33563334402957,0.1528391064424402,False,52.20046975248963,At Risk
sme_0067,Retail,Micro (<10),94.38091438362272,80.49511384893933,81.25745814686724,1.6318049996999038,False,38.138788717297416,Critical
sme_0068,FinTech,Micro (<10),55.57473690786957,39.60174108068538,72.11916559150698,0.9249038592085,False,34.08158927389996,Critical
sme_0069,Retail,Micro (<10),45.14950222411498,53.95816829483638,71.3612502570204,0.4485503950882539,False,43.77880772031278,Critical
sme_0070,FinTech,Small (10-50),64.98481875439806,60.24694312552495,69.10683109988047,0.3870666681602069,False,53.03294848398308,At Risk
sme_0071,Retail,Small (10-50),70.55985333052928,46.36704044698392,74.76821481915454,0.5276222207681007,False,48.502434577526486,Critical
sme_0072,FinTech,Medium (50-250),67.49547066820199,42.03656665186165,91.30834035392124,0.2807225442888872,False,56.08643798686885,At Risk
sme_0073,Retail,Micro (<10),70.04630834475044,63.71710426915311,74.12815647960159,0.4750617555923166,False,54.294440924219025,At Risk
sme_0074,Retail,Small (10-50),73.18038003282628,75.19128848815139,35.82865510805277,0.1922504716562353,False,58.63061761018675,At Risk
sme_0075,Manufacturing,Small (10-50),67.14789157450174,50.52149620421603,36.24584967907259,1.4023351205516874,False,26.587472306767555,Critical
sme_0076,Manufacturing,Small (10-50),75.94327580131535,44.761330468742,63.32561397109667,0.7585018975097845,False,42.345754696269964,Critical
sme_0077,Retail,Small (10-50),62.22917701868595,60.92091063530904,32.53232730277891,1.2089913547622948,False,29.69251666239843,Critical
sme_0078,Retail,Micro (<10),67.43119234732957,58.08837829917605,81.55155736248673,0.6929870562033246,False,47.868808654647616,Critical
sme_0079,FinTech,Medium (50-250),90.9007981877246,62.11681823150533,59.80309901763698,1.3281629226691878,False,37.60322382839346,Critical
sme_0080,Retail,Micro (<10),72.83974786544704,66.43779914285051,93.27042522539269,0.8466054720033145,False,49.57885300519027,Critical
sme_0081,Retail,Small (10-50),61.81252501348016,70.62595690406022,51.19310563111322,0.3247070614354181,False,52.91476694430449,At Risk
sme_0082,Retail,Micro (<10),57.9354128430624,79.23029361170045,88.13681933842766,0.4322619448524755,False,58.761808535074245,At Risk
sme_0083,Manufacturing,Small (10-50),70.66646678947502,45.70968485452339,50.37980372290083,0.2600249150777824,False,49.927820423006196,Critical
sme_0084,Services,Small (10-50),89.37099539102395,70.29757703074213,86.92664158814647,0.2573123837065761,False,72.17469400695462,Good
sme_0085,Manufacturing,Micro (<10),71.90037088220697,59.8646665958854,80.06055958428621,1.4009591387354157,False,34.60925958817191,Critical
sme_0086,Services,Micro (<10),70.37483739729356,47.35681611615145,60.784926245250126,0.3427363669933,False,50.484164607846,At Risk
sme_0087,Services,Small (10-50),93.54599194106626,79.75751809485372,61.72491766726089,0.2816175544108028,False,70.15674295941653,Good
sme_0088,Manufacturing,Micro (<10),61.75282948075106,51.61548241324828,54.9024678391854,0.97012322417116,False,34.779926298637015,Critical
sme_0089,Services,Small (10-50),70.89854992040988,43.40958159984253,88.00846461925053,0.422068964940697,False,53.08281916419571,At Risk
sme_0090,FinTech,Micro (<10),65.33407029554546,59.22383221829469,68.12349516055413,1.2590068385833637,False,34.04570666734306,Critical
sme_0091,Retail,Micro (<10),62.14876462210604,22.389137119993663,63.95107298051339,0.7873206407524557,False,32.84105041426774,Critical
sme_0092,Manufacturing,Micro (<10),87.34544794948367,51.78026814556774,93.01778722794153,0.1507899410331689,False,70.77345303550389,Good
sme_0093,FinTech,Micro (<10),78.21194113847841,85.39070230707452,75.14407545308828,0.3237105376716876,False,68.00902990119809,At Risk
sme_0094,Retail,Medium (50-250),85.09080902373651,40.280354327494976,96.53114217419508,0.5685717013454216,False,54.38481447590172,At Risk
sme_0095,Retail,Micro (<10),49.35860224706087,43.4030517962898,56.67687035260598,2.070300347347348,False,17.440319822049485,Critical
sme_0096,Retail,Micro (<10),79.96230609525534,49.86676902998632,81.82116768685064,0.2138792499288151,False,62.80497090818033,At Risk
sme_0097,FinTech,Small (10-50),84.49611521750953,60.23801998744186,57.45178813788692,1.2285097535412384,False,37.464421880039076,Critical
sme_0098,Services,Micro (<10),91.9369244459954,73.17536698138413,85.26178028132144,0.3193814466009996,True,0.0,Critical
sme_0099,Services,Medium (50-250),67.08869298794454,43.15775765677003,71.64526452591186,0.7451759229094015,False,41.234984277392016,Critical
sme_0100,Manufacturing,Micro (<10),100.0,69.17686017054336,63.05837228776719,1.7841723183029925,False,32.77436349416334,Critical
sme_0101,Retail,Small (10-50),100.0,70.35520255791151,52.69114240285606,0.6182627130511006,False,57.1096373367783,At Risk
sme_0102,Retail,Small (10-50),59.12757080257539,37.98938153608599,78.48074815500917,0.4396571881778398,False,45.4042631110306,Critical
sme_0103,FinTech,Micro (<10),54.84909703594906,34.05210506357126,58.03110193600288,0.1718186232622334,False,44.38406734777903,Critical
sme_0104,Retail,Medium (50-250),73.88471503893143,79.44446793331181,98.2739055280374,0.9608272712207968,False,50.674674855999406,At Risk
sme_0105,Retail,Small (10-50),53.78985108081284,53.62978083290511,75.56360777234366,0.6502030804573514,False,42.75285180334323,Critical
sme_0106,Retail,Micro (<10),49.40563652830204,53.07783406475632,59.73497853857703,1.5016245445533578,False,25.14406516001327,Critical
sme_0107,Manufacturing,Micro (<10),61.57954322056656,42.364713884771454,60.73550722255349,0.952931352507956,False,33.93210908903448,Critical
sme_0108,Services,Small (10-50),56.58507041011557,62.42202988623988,86.28193850224652,3.883681570729909,False,9.474508773506535,Critical
sme_0109,Manufacturing,Micro (<10),61.22930735144061,76.51726506773419,77.72757409377938,0.3739984179115659,False,58.64558312922896,At Risk
sme_0110,FinTech,Micro (<10),87.23111675181966,64.26868297573715,72.13247303125561,0.4170617495821923,False,61.22382226219286,At Risk
sme_0111,Retail,Small (10-50),65.03279529856418,52.0719730473847,76.70920882817121,0.5053503987825169,False,49.25618090435947,Critical
sme_0112,FinTech,Small (10-50),61.634746323160606,54.062781908177705,70.12987302441543,1.002660898734676,False,37.014802953468696,Critical
sme_0113,Services,Micro (<10),75.37736542325739,53.70849786697735,95.85206397272408,0.4652052845245286,False,57.78040591487152,At Risk
sme_0114,FinTech,Micro (<10),79.58928232220208,55.994359654958,62.05019883284408,0.2963423246180247,False,57.72668076875175,At Risk
sme_0115,FinTech,Micro (<10),65.79209322682267,53.57055628910045,88.62689001750289,1.0822665669450175,False,39.12986371142732,Critical
sme_0116,Services,Micro (<10),57.31856822589327,59.73476513063861,64.66585084444189,0.5977942177589167,False,44.49892729451563,Critical
sme_0117,Services,Small (10-50),87.23407791840557,64.33482655068148,87.66352447981293,1.2863451219273216,False,41.69587599938276,Critical
sme_0118,Services,Medium (50-250),67.43957288311944,57.82208375966258,76.06259816162336,1.3260032610218484,False,34.1280608162322,Critical
sme_0119,FinTech,Small (10-50),71.06012822396353,84.66068924595444,72.05580919805524,0.612883634487383,False,55.99163050787699,At Risk
sme_0120,Manufacturing,Small (10-50),100.0,65.1282030442288,84.90267850601026,0.4738338311953878,False,66.29698263686217,At Risk
sme_0121,Retail,Small (10-50),72.23626405174433,65.06193834335677,99.13014518250476,0.2760141826724769,False,66.59390802929683,At Risk
sme_0122,FinTech,Small (10-50),96.44541409595132,79.59851459762723,74.25131543564433,0.5614068299091114,False,64.19680384594744,At Risk
sme_0123,Services,Micro (<10),68.43456883994897,40.74127896191986,88.43962412611181,0.7972249109136993,False,42.787660774398596,Critical
sme_0124,Services,Micro (<10),82.50089849020632,65.34096816006569,66.00316951498088,0.3950775780728437,False,59.397957443067114,At Risk
sme_0125,Retail,Small (10-50),48.964638316671866,46.52961556884277,63.70597099939068,1.6096582626728089,False,23.162089677888382,Critical
sme_0126,FinTech,Micro (<10),72.64534105575657,47.46626498596684,55.93152432339895,0.4308005159775904,True,0.0,Critical
sme_0127,Services,Micro (<10),71.58316118403036,49.76165127086863,74.17622432113072,0.639275962770104,False,46.921780679364225,Critical
sme_0128,Retail,Small (10-50),65.70007560010362,17.107112425496226,91.94589275472394,1.1959645042023712,False,30.3852822040307,Critical
sme_0129,Retail,Micro (<10),57.773578124790426,64.06110005786465,89.50662006407381,0.9732060538661972,False,41.74347014066926,Critical
sme_0130,Services,Micro (<10),74.9821480359339,72.99534563475001,82.90687577799919,0.4199125388807945,False,61.82430159026453,At Risk
sme_0131,Retail,Micro (<10),77.67137043334536,42.54003672184577,56.76495915724986,0.2421892918467394,False,53.288836341335376,At Risk
sme_0132,Services,Micro (<10),76.05451827965837,62.78556941917387,82.49621273946684,0.4312726279559089,False,58.8568457421094,At Risk
sme_0133,Services,Medium (50-250),81.39682156855963,59.096566483934055,55.19212030423052,1.0162319152201902,False,40.33347650354164,Critical
sme_0134,Retail,Medium (50-250),64.57380998259416,60.77877377636543,61.86035435731536,0.4598813760316735,False,49.71467821730486,Critical
sme_0135,Services,Micro (<10),59.852264028016805,29.160472178130984,85.83414732882113,0.6154597489929264,False,40.87645315145698,Critical
sme_0136,Retail,Small (10-50),57.78241547192899,61.69486188212136,44.8923792451788,0.454942188121471,False,44.550199472311924,Critical
sme_0137,FinTech,Small (10-50),66.38177664195281,62.521548736261394,78.03800307675841,0.5387519066275588,False,51.9000094824133,At Risk
sme_0138,Manufacturing,Medium (50-250),65.60128353342503,38.62198246507808,63.342372671564426,0.8181307189380863,False,36.92933910297982,Critical
sme_0139,Retail,Medium (50-250),81.20977307352472,65.84954236155178,85.59014841384929,1.332952253055303,False,39.50408215688413,Critical
sme_0140,Services,Micro (<10),71.19745662424404,48.44709173897012,70.44565621664373,1.8596643031846456,False,24.879555606164672,Critical
sme_0141,FinTech,Small (10-50),68.7034892808271,45.308063949006055,83.6185106735781,4.986096895493931,False,5.310242409130305,Critical
sme_0142,Retail,Micro (<10),53.64195906773877,59.814551031665175,87.84732099395617,0.3350349097906153,False,54.4279103519684,At Risk
sme_0143,FinTech,Medium (50-250),65.1057433550416,38.44336987200699,62.22364942319332,0.4949128817265767,False,42.98481807839631,Critical
sme_0144,Manufacturing,Medium (50-250),66.46315626232938,52.85975149947896,85.50579240296581,0.8262305076027192,False,43.97074318672523,Critical
sme_0145,Services,Small (10-50),69.36100322471977,48.454980568283474,40.40849892089558,0.479110341305255,False,43.13092665021771,Critical
sme_0146,Retail,Small (10-50),46.48519669659724,27.335351069215577,67.20794241492811,0.3661599432105288,False,37.44112428995723,Critical
sme_0147,Retail,Small (10-50),92.3688859774467,65.65077639651915,62.06235924458965,0.8657136671432116,False,48.93500289296336,Critical
sme_0148,FinTech,Small (10-50),74.11980025901438,51.26994584937803,86.97256597859945,0.322535580124469,False,59.00899356199871,At Risk
sme_0149,Retail,Micro (<10),57.15310369319454,52.24191255147105,68.5239593382778,0.6149202560877863,False,42.85171520971562,Critical
sme_0150,Retail,Micro (<10),73.02887056838959,51.11825051447346,45.72172493911945,0.919775359035404,False,36.95530799823872,Critical
sme_0151,Retail,Micro (<10),87.20947512775689,56.756545652073854,63.30596360885868,0.645463772523456,False,51.10820782443645,At Risk
sme_0152,FinTech,Medium (50-250),70.36594109977655,50.6290971659069,38.20542760303308,0.522719171367801,False,42.67201733288459,Critical
sme_0153,Retail,Small (10-50),65.1229016534626,46.69706455785389,38.50083160036263,0.5085908560373458,False,40.33828197211847,Critical
sme_0154,Manufacturing,Medium (50-250),68.3226848533811,58.74156614046782,94.7159497845182,0.7223168095105937,False,49.87322003655968,Critical
sme_0155,FinTech,Small (10-50),91.63095232279125,62.83855670693956,57.52818902103887,1.771617721345012,False,30.115289952468757,Critical
sme_0156,FinTech,Micro (<10),54.7485862550282,66.4862526345075,92.0881784868744,0.3755359534927321,False,56.51773054571436,At Risk
sme_0157,Retail,Medium (50-250),69.31878795280619,58.01260388560343,65.96719371764001,0.3236225624740662,False,54.8839910469475,At Risk
sme_0158,Manufacturing,Small (10-50),71.00050114328418,29.98593538508566,72.79881545564609,0.2464352631313954,False,50.47603126403357,At Risk
sme_0159,Retail,Micro (<10),72.15254751401879,46.36727827413984,90.57876285658908,0.2361078017173129,False,60.19192244176622,At Risk
sme_0160,Manufacturing,Medium (50-250),51.849812381846746,62.08696227275394,42.620620699945405,1.2047430372066348,False,29.086840020383853,Critical
sme_0161,FinTech,Micro (<10),65.22379516744509,41.07058544494319,64.48167018529695,1.0327605392017989,False,33.762722520613,Critical
sme_0162,Services,Micro (<10),74.17954257891708,54.00153975847554,68.3373766622979,0.2829660720678241,False,56.99460519092317,At Risk
sme_0163,Retail,Small (10-50),56.59092214108494,60.33729028463764,39.50836041635685,1.1101472240016426,False,30.78609622909009,Critical
sme_0164,Services,Medium (50-250),50.943797681030034,54.66652760218864,90.40276591851637,0.444038922643204,False,49.74508270326289,Critical
sme_0165,Manufacturing,Micro (<10),86.01477030650396,72.70334333019103,57.65050749018656,0.3515850771497446,False,62.29263925426346,At Risk
sme_0166,Services,Micro (<10),55.88607414267448,38.15687997386799,85.12161127703806,0.3735415431668542,False,47.28062008831129,Critical
sme_0167,Retail,Micro (<10),48.39594638293679,32.66131947426995,82.28153838156844,0.7947214419648851,False,34.518772916088416,Critical
sme_0168,Services,Small (10-50),73.49300869347978,52.007037606861616,96.51400867281514,1.4239119682345442,False,35.19582813680449,Critical
sme_0169,Manufacturing,Small (10-50),43.59704814844483,48.85640446454238,85.03015477255322,0.7557768160707673,False,38.237455960699236,Critical
sme_0170,FinTech,Micro (<10),59.487736880732776,39.83347675095278,87.25540609263417,0.3822577270828375,False,49.19040420642068,Critical
sme_0171,Services,Micro (<10),77.18067324892793,66.91367514680994,67.36862862413015,1.7013854593244782,False,30.38277036685956,Critical
sme_0172,Manufacturing,Micro (<10),69.03560183369146,62.1347321810365,86.19457698475077,0.3174051731199424,False,60.50399902146958,At Risk
sme_0173,Manufacturing,Micro (<10),69.29014559208257,48.79185640300964,40.15519346965799,0.3975017064413506,False,44.94876239594571,Critical
sme_0174,FinTech,Small (10-50),74.13015228050314,49.52589815137848,76.05366420743783,2.027255698079865,False,23.95123631566804,Critical
sme_0175,Retail,Small (10-50),48.83185531076106,38.82120367035941,44.14922257908149,1.6277430732694482,False,19.567901605519875,Critical
sme_0176,Retail,Medium (50-250),62.51647000045818,29.01009624331549,57.99525918762362,0.955609759877623,False,30.7956511606671,Critical
sme_0177,FinTech,Small (10-50),70.85918565893454,66.45535132433298,42.11135273946533,0.6034469881977956,False,45.94843184655768,Critical
sme_0178,FinTech,Small (10-50),85.76852116495184,45.79207748639046,79.45171631749977,0.2964960186100986,False,60.52555119929715,At Risk
sme_0179,Services,Micro (<10),70.77913671342745,62.73429503784781,81.29385166929731,0.3688752542428242,False,58.70241742438955,At Risk
sme_0180,FinTech,Micro (<10),60.50651812067868,32.64788347592375,86.19174001939207,0.6625276605349708,False,41.05420069762949,Critical
sme_0181,FinTech,Small (10-50),46.13139809774681,50.68343925522704,67.24332883595063,0.4917573146231662,False,41.44893637600476,Critical
sme_0182,Services,Small (10-50),85.11075286662853,52.48292184337725,69.99595683782674,0.5057638817639637,False,54.291074767574834,At Risk
sme_0183,Manufacturing,Small (10-50),71.24135655912154,54.31768726760146,57.679490041887206,0.528944372024997,False,47.536311253397145,Critical
sme_0184,FinTech,Small (10-50),57.14016891667679,38.71290734788123,72.30421971461762,0.6113967773711482,False,40.13165308686889,Critical
sme_0185,Services,Micro (<10),70.4040920240089,52.15840820866987,85.77205468530894,0.6333671843439924,False,49.4402338378321,Critical
sme_0186,Retail,Small (10-50),99.38121319897024,55.470527388401976,64.95596399888618,0.3240395228804736,False,64.12723901687531,At Risk
sme_0187,Retail,Small (10-50),70.32084715888294,61.227916435587815,85.0724403868712,0.6248361391886676,False,51.82181488943125,At Risk
sme_0188,Services,Micro (<10),53.5603047680634,43.09383345416543,57.02938112645258,0.7834126999459009,False,34.31172652482008,Critical
sme_0189,Services,Small (10-50),84.30781918457389,69.98556417668291,85.95927174938552,0.5117661261661274,False,61.712441312530515,At Risk
sme_0190,FinTech,Micro (<10),73.00643954748098,58.85913971352459,73.8137119310682,0.6649642679614418,False,48.94971287806832,Critical
sme_0191,Retail,Small (10-50),80.74987180774002,57.67361850775313,73.4688616364605,0.7160134183931766,False,49.53104376007947,Critical
sme_0192,Services,Medium (50-250),71.00560895715186,49.34265414515816,52.26496309641967,0.8277415395363644,False,38.831164908494806,Critical
sme_0193,Retail,Micro (<10),85.56226054339166,52.267992350807766,59.33279153610304,0.7137048433588031,False,47.13796291532972,Critical
sme_0194,FinTech,Micro (<10),77.85332400006081,68.41817791901629,90.68658855621123,1.3009807439117198,False,40.57403328711312,Critical
sme_0195,Manufacturing,Small (10-50),84.8225771968458,30.780665365971192,67.78964265300915,0.7134776446176397,False,43.152015525596994,Critical
sme_0196,FinTech,Micro (<10),79.8270664109053,48.82624252130304,87.81839262892261,0.6178361330745634,False,52.11246311105436,At Risk
sme_0197,Manufacturing,Medium (50-250),69.25140647584082,53.89383976793267,62.24815537729717,0.4960285540984632,False,48.47951686274087,Critical
sme_0198,FinTech,Micro (<10),72.88571427283225,58.85042051978843,92.67704320035314,0.3431656509513435,False,61.42374544813708,At Risk
sme_0199,FinTech,Micro (<10),82.72999845608257,68.48585561649023,90.5842567317174,0.1673310231888395,False,73.31064794629945,Good
sme_0200,Manufacturing,Small (10-50),79.55984430753914,52.60183127815264,91.72502580236304,1.073718471508075,True,0.0,Critical
sme_0201,Services,Micro (<10),55.43548540731679,33.60241635671599,89.46373051273197,0.4352601817622704,False,45.28979440041197,Critical
sme_0202,FinTech,Micro (<10),84.01053571083582,48.14303170977631,47.91277887974699,0.7251102495507918,False,43.44650318743735,Critical
sme_0203,Retail,Small (10-50),50.73445227680754,71.33126738882538,55.379545358186746,0.8216462235083913,False,39.19251666425385,Critical
sme_0204,Services,Medium (50-250),67.43680471378634,53.29080092473389,66.673478512502,0.4017009354222615,False,50.95936959926011,At Risk
sme_0205,Retail,Medium (50-250),86.51324369713481,65.4768229568535,92.47362047366742,0.3855043683086086,False,66.50319186298638,At Risk
sme_0206,FinTech,Small (10-50),55.74122527546665,42.42147065736841,90.22363045767004,0.3874207009914971,False,49.186549574043035,Critical
sme_0207,Retail,Small (10-50),76.75733190904597,90.0,75.97798990293664,0.7699804445642133,False,55.25138329434303,At Risk
sme_0208,FinTech,Micro (<10),56.51037109704176,59.14574322863165,63.73583374518178,0.1879557689183433,False,53.92553963942293,At Risk
sme_0209,Manufacturing,Micro (<10),57.89546114940924,49.41392530378384,55.05078170502317,1.0784959006552814,False,31.617905040649987,Critical
sme_0210,FinTech,Small (10-50),59.54076005112851,34.98910610217703,35.2522544582233,0.5269450004839371,False,34.481422787054875,Critical
sme_0211,Retail,Micro (<10),54.42847079509347,49.56158557510409,48.533217366902,0.2040050941936099,False,46.28127326964305,Critical
sme_0212,Services,Micro (<10),90.54129221074643,79.330212798557,96.5628902569124,0.2435409780338045,False,78.01966929255201,Good
sme_0213,Services,Small (10-50),91.9889084102007,59.12217207421469,80.61352369683655,0.3564704142178261,False,64.96635399448003,At Risk
sme_0214,Retail,Small (10-50),83.64072240866133,36.03552564196848,79.96587200706045,0.8568226126565388,False,43.04107980873059,Critical
