id,sector,size,tech_score,human_score,gov_score,shadow_it_ratio,has_critical_failure
sme_0026,FinTech,Micro (<10),69.28904980341443,33.452090889091195,94.59091922235162,1.733609801152077,False
sme_0027,Services,Medium (50-250),71.03550094908019,64.92456050437072,48.831742278872504,1.6605659619393447,False
sme_0028,FinTech,Micro (<10),68.60630776812532,34.67705474799211,72.9505764194778,1.002475978731208,False
sme_0029,Manufacturing,Micro (<10),55.32440859623689,68.96389890405763,75.46167478468737,0.20804451893418885,False
sme_0030,FinTech,Micro (<10),66.92374102309394,36.31704933034409,62.723721649547585,0.8106501926841008,False
sme_0031,Manufacturing,Micro (<10),88.36780856932135,78.0084137343974,81.8458302738824,0.43335511138809424,False
sme_0032,Services,Micro (<10),69.40987326550297,58.60495995268509,30.681509243175775,0.2606711661851196,False
sme_0033,Services,Small (10-50),63.79989103594641,52.40640818612743,56.035919454841945,0.18852256698037934,False
sme_0034,Retail,Micro (<10),50.0176286952676,59.859527575573196,94.0928619064511,0.35533088179130173,False
sme_0035,Retail,Medium (50-250),68.75325273759904,41.65704540989318,79.35727576613401,1.0017485902234498,False
sme_0036,Retail,Micro (<10),72.48866804774882,68.937195700187,81.05205250972686,0.490245838776636,False
sme_0037,Retail,Small (10-50),76.23256465629112,58.374006155310234,84.50450380246896,0.7255785373914782,False
sme_0038,Manufacturing,Micro (<10),91.56550479517777,53.029422788211555,74.06572890802934,2.482056553151531,False
sme_0039,Manufacturing,Medium (50-250),81.22695584581248,83.1109411322154,68.57807099372681,0.9287396967289737,False
sme_0040,Manufacturing,Medium (50-250),64.44152553050141,65.55928053339778,77.5734815055647,0.48867909358585027,False
sme_0041,Retail,Micro (<10),77.9266266031344,52.78761675490834,94.30702003877481,0.3483559955413216,False
sme_0042,Retail,Small (10-50),96.5337898080306,72.93924695130445,54.40603430583696,0.36740275069127365,False
sme_0043,Retail,Small (10-50),75.6122741439158,63.98413739096626,63.773356149847125,0.8606670040023275,False
sme_0044,Retail,Micro (<10),77.15994038970314,56.12535725999574,93.46434629989875,2.9339975800977185,False
sme_0045,FinTech,Medium (50-250),77.91958299849327,70.11415568416042,40.10091546386414,0.6576291194659807,False
sme_0046,Services,Micro (<10),69.57711315704468,45.393690717389084,72.37340710416736,0.9451056703382369,False
sme_0047,Services,Small (10-50),61.931066096281356,34.772955741767476,75.72133477169281,0.5527712090301211,False
sme_0048,Manufacturing,Medium (50-250),81.11350782013827,52.030787239093925,56.64649374776919,0.4605344974462865,False
sme_0049,Retail,Micro (<10),57.35422183685732,58.40489924014886,92.88916848827853,0.2931381473300337,False
sme_0050,Retail,Small (10-50),95.13818079714618,40.65033371498598,57.15107799012175,0.6305538774433388,False
sme_0051,Services,Micro (<10),61.167491878511896,50.45692182788837,74.72701125207776,0.4794806489160151,False
sme_0052,FinTech,Small (10-50),63.15744566109544,63.89829019765326,87.4977686783024,0.35601896875070393,False
sme_0053,Retail,Medium (50-250),66.85259134663329,41.53064518489636,78.3555408904317,0.7345221771410572,False
sme_0054,Services,Small (10-50),49.69368931216897,33.08731222877816,45.023162726958866,0.7967984533769711,False
sme_0055,Manufacturing,Micro (<10),69.69714388332062,45.45572610039926,76.84578477289425,1.6164160276492756,False
sme_0056,Retail,Micro (<10),38.936732302410334,39.026680296699254,58.238986629637466,0.4013956473580508,False
sme_0057,Services,Medium (50-250),75.41701862652468,52.795481119299204,78.92734927022704,0.5045112983912499,False
sme_0058,Manufacturing,Micro (<10),63.15897200553605,50.928612394210745,83.63633598740276,2.0875611374205447,False
sme_0059,Services,Medium (50-250),76.10539492098724,69.89661936240631,78.55722994660506,0.14114073182236325,False
sme_0060,Retail,Micro (<10),55.557321844458016,65.44769022400764,63.00248956530636,0.5934396863143323,False
sme_0061,Manufacturing,Micro (<10),71.0258025585189,51.799304132948514,63.39122201010245,1.6270682997840487,False
sme_0062,Services,Micro (<10),57.2416505872796,45.7451642231708,66.49707957685517,1.3743872461233135,False
sme_0063,Retail,Small (10-50),69.70682132973118,37.65521215915906,74.3613838365082,0.427455533080222,False
sme_0064,Services,Micro (<10),69.19765889561724,43.797258720340224,55.98784374428282,1.5783240565782948,False
sme_0065,Services,Micro (<10),59.45017566788282,62.55017327775277,75.6758531038558,0.31057725522816365,False
sme_0066,Services,Medium (50-250),51.72482704894455,62.34899783788809,55.335633344029574,0.15283910644244023,False
sme_0067,Retail,Micro (<10),94.38091438362272,80.49511384893933,81.25745814686724,1.6318049996999038,False
sme_0068,FinTech,Micro (<10),55.574736907869564,39.60174108068538,72.11916559150698,0.9249038592085,False
sme_0069,Retail,Micro (<10),45.14950222411498,53.95816829483638,71.3612502570204,0.4485503950882539,False
sme_0070,FinTech,Small (10-50),64.98481875439806,60.24694312552495,69.10683109988047,0.38706666816020696,False
sme_0071,Retail,Small (10-50),70.55985333052928,46.367040446983914,74.76821481915454,0.5276222207681007,False
sme_0072,FinTech,Medium (50-250),67.49547066820199,42.03656665186165,91.30834035392125,0.2807225442888872,False
sme_0073,Retail,Micro (<10),70.04630834475044,63.71710426915311,74.12815647960159,0.47506175559231667,False
sme_0074,Retail,Small (10-50),73.18038003282628,75.19128848815139,35.82865510805277,0.1922504716562353,False
sme_0075,Manufacturing,Small (10-50),67.14789157450174,50.52149620421603,36.24584967907259,1.4023351205516874,False
sme_0076,Manufacturing,Small (10-50),75.94327580131535,44.761330468741996,63.32561397109667,0.7585018975097845,False
sme_0077,Retail,Small (10-50),62.22917701868595,60.920910635309035,32.53232730277891,1.2089913547622948,False
sme_0078,Retail,Micro (<10),67.43119234732957,58.08837829917605,81.55155736248673,0.6929870562033246,False
sme_0079,FinTech,Medium (50-250),90.9007981877246,62.11681823150533,59.80309901763698,1.3281629226691878,False
sme_0080,Retail,Micro (<10),72.83974786544704,66.43779914285051,93.27042522539267,0.8466054720033145,False
sme_0081,Retail,Small (10-50),61.812525013480155,70.62595690406022,51.19310563111322,0.3247070614354181,False
sme_0082,Retail,Micro (<10),57.9354128430624,79.23029361170045,88.13681933842766,0.4322619448524755,False
sme_0083,Manufacturing,Small (10-50),70.66646678947502,45.70968485452339,50.37980372290083,0.26002491507778247,False
sme_0084,Services,Small (10-50),89.37099539102395,70.29757703074213,86.92664158814647,0.25731238370657616,False
sme_0085,Manufacturing,Micro (<10),71.90037088220697,59.8646665958854,80.06055958428621,1.4009591387354157,False
sme_0086,Services,Micro (<10),70.37483739729356,47.35681611615145,60.784926245250126,0.34273636699330007,False
sme_0087,Services,Small (10-50),93.54599194106626,79.75751809485372,61.72491766726089,0.2816175544108028,False
sme_0088,Manufacturing,Micro (<10),61.75282948075106,51.61548241324828,54.9024678391854,0.97012322417116,False
sme_0089,Services,Small (10-50),70.89854992040988,43.40958159984253,88.00846461925053,0.42206896494069707,False
sme_0090,FinTech,Micro (<10),65.33407029554546,59.22383221829469,68.12349516055413,1.2590068385833637,False
sme_0091,Retail,Micro (<10),62.148764622106036,22.389137119993663,63.95107298051339,0.7873206407524557,False
sme_0092,Manufacturing,Micro (<10),87.34544794948367,51.78026814556774,93.01778722794153,0.15078994103316898,False
sme_0093,FinTech,Micro (<10),78.21194113847841,85.39070230707452,75.14407545308828,0.3237105376716876,False
sme_0094,Retail,Medium (50-250),85.09080902373651,40.280354327494976,96.53114217419507,0.5685717013454216,False
sme_0095,Retail,Micro (<10),49.358602247060865,43.4030517962898,56.67687035260598,2.070300347347348,False
sme_0096,Retail,Micro (<10),79.96230609525534,49.866769029986315,81.82116768685064,0.21387924992881518,False
sme_0097,FinTech,Small (10-50),84.49611521750953,60.23801998744186,57.451788137886915,1.2285097535412384,False
sme_0098,Services,Micro (<10),91.9369244459954,73.17536698138413,85.26178028132144,0.3193814466009996,True
sme_0099,Services,Medium (50-250),67.08869298794454,43.15775765677003,71.64526452591186,0.7451759229094015,False
sme_0100,Manufacturing,Micro (<10),100.0,69.17686017054336,63.058372287767185,1.7841723183029923,False
sme_0101,Retail,Small (10-50),100.0,70.35520255791151,52.69114240285606,0.6182627130511006,False
sme_0102,Retail,Small (10-50),59.12757080257539,37.989381536085986,78.48074815500917,0.43965718817783983,False
sme_0103,FinTech,Micro (<10),54.84909703594906,34.05210506357126,58.031101936002884,0.17181862326223346,False
sme_0104,Retail,Medium (50-250),73.88471503893143,79.44446793331181,98.2739055280374,0.9608272712207968,False
sme_0105,Retail,Small (10-50),53.78985108081284,53.629780832905105,75.56360777234366,0.6502030804573514,False
sme_0106,Retail,Micro (<10),49.40563652830204,53.07783406475632,59.73497853857703,1.5016245445533578,False
sme_0107,Manufacturing,Micro (<10),61.57954322056656,42.364713884771454,60.73550722255349,0.9529313525079561,False
sme_0108,Services,Small (10-50),56.58507041011557,62.422029886239876,86.28193850224652,3.8836815707299093,False
sme_0109,Manufacturing,Micro (<10),61.22930735144061,76.51726506773419,77.72757409377938,0.37399841791156596,False
sme_0110,FinTech,Micro (<10),87.23111675181966,64.26868297573715,72.13247303125561,0.41706174958219233,False
sme_0111,Retail,Small (10-50),65.03279529856418,52.0719730473847,76.70920882817121,0.5053503987825169,False
sme_0112,FinTech,Small (10-50),61.634746323160606,54.062781908177705,70.12987302441543,1.002660898734676,False
sme_0113,Services,Micro (<10),75.37736542325739,53.70849786697735,95.85206397272407,0.46520528452452864,False
sme_0114,FinTech,Micro (<10),79.58928232220208,55.994359654958004,62.050198832844075,0.2963423246180247,False
sme_0115,FinTech,Micro (<10),65.79209322682267,53.57055628910045,88.62689001750289,1.0822665669450175,False
sme_0116,Services,Micro (<10),57.318568225893266,59.73476513063861,64.66585084444189,0.5977942177589167,False
sme_0117,Services,Small (10-50),87.23407791840557,64.33482655068148,87.66352447981293,1.2863451219273216,False
sme_0118,Services,Medium (50-250),67.43957288311944,57.82208375966258,76.06259816162336,1.3260032610218484,False
sme_0119,FinTech,Small (10-50),71.06012822396353,84.66068924595444,72.05580919805524,0.612883634487383,False
sme_0120,Manufacturing,Small (10-50),100.0,65.1282030442288,84.90267850601026,0.4738338311953878,False
sme_0121,Retail,Small (10-50),72.23626405174433,65.06193834335677,99.13014518250476,0.27601418267247696,False
sme_0122,FinTech,Small (10-50),96.44541409595132,79.59851459762723,74.25131543564433,0.5614068299091114,False
sme_0123,Services,Micro (<10),68.43456883994897,40.74127896191986,88.43962412611181,0.7972249109136993,False
sme_0124,Services,Micro (<10),82.50089849020632,65.34096816006569,66.00316951498088,0.3950775780728437,False
sme_0125,Retail,Small (10-50),48.964638316671866,46.52961556884277,63.70597099939068,1.6096582626728089,False
sme_0126,FinTech,Micro (<10),72.64534105575657,47.46626498596684,55.93152432339895,0.4308005159775904,True
sme_0127,Services,Micro (<10),71.58316118403036,49.761651270868626,74.17622432113072,0.639275962770104,False
sme_0128,Retail,Small (10-50),65.70007560010362,17.107112425496226,91.94589275472394,1.1959645042023712,False
sme_0129,Retail,Micro (<10),57.773578124790426,64.06110005786465,89.50662006407381,0.9732060538661972,False
sme_0130,Services,Micro (<10),74.9821480359339,72.99534563475001,82.90687577799919,0.41991253888079455,False
sme_0131,Retail,Micro (<10),77.67137043334536,42.54003672184577,56.76495915724986,0.24218929184673943,False
sme_0132,Services,Micro (<10),76.05451827965837,62.78556941917387,82.49621273946684,0.4312726279559089,False
sme_0133,Services,Medium (50-250),81.39682156855963,59.096566483934055,55.19212030423052,1.0162319152201902,False
sme_0134,Retail,Medium (50-250),64.57380998259416,60.77877377636543,61.86035435731536,0.45988137603167356,False
sme_0135,Services,Micro (<10),59.852264028016805,29.160472178130984,85.83414732882113,0.6154597489929264,False
sme_0136,Retail,Small (10-50),57.78241547192899,61.69486188212136,44.8923792451788,0.454942188121471,False
sme_0137,FinTech,Small (10-50),66.38177664195281,62.521548736261394,78.03800307675841,0.5387519066275588,False
sme_0138,Manufacturing,Medium (50-250),65.60128353342503,38.62198246507808,63.342372671564426,0.8181307189380863,False
sme_0139,Retail,Medium (50-250),81.20977307352472,65.84954236155178,85.59014841384929,1.332952253055303,False
sme_0140,Services,Micro (<10),71.19745662424404,48.447091738970116,70.44565621664373,1.8596643031846456,False
sme_0141,FinTech,Small (10-50),68.7034892808271,45.308063949006055,83.6185106735781,4.986096895493931,False
sme_0142,Retail,Micro (<10),53.64195906773877,59.814551031665175,87.84732099395617,0.3350349097906153,False
sme_0143,FinTech,Medium (50-250),65.1057433550416,38.44336987200699,62.223649423193315,0.4949128817265767,False
sme_0144,Manufacturing,Medium (50-250),66.46315626232938,52.85975149947896,85.50579240296581,0.8262305076027192,False
sme_0145,Services,Small (10-50),69.36100322471977,48.454980568283474,40.40849892089558,0.479110341305255,False
sme_0146,Retail,Small (10-50),46.485196696597235,27.335351069215577,67.20794241492811,0.3661599432105288,False
sme_0147,Retail,Small (10-50),92.3688859774467,65.65077639651915,62.06235924458965,0.8657136671432116,False
sme_0148,FinTech,Small (10-50),74.11980025901438,51.26994584937803,86.97256597859945,0.32253558012446903,False
sme_0149,Retail,Micro (<10),57.15310369319454,52.24191255147105,68.5239593382778,0.6149202560877863,False
sme_0150,Retail,Micro (<10),73.02887056838959,51.11825051447346,45.72172493911945,0.9197753590354039,False
sme_0151,Retail,Micro (<10),87.20947512775689,56.756545652073854,63.30596360885868,0.645463772523456,False
sme_0152,FinTech,Medium (50-250),70.36594109977655,50.6290971659069,38.20542760303308,0.522719171367801,False
sme_0153,Retail,Small (10-50),65.1229016534626,46.69706455785389,38.50083160036263,0.5085908560373458,False
sme_0154,Manufacturing,Medium (50-250),68.3226848533811,58.74156614046782,94.7159497845182,0.7223168095105937,False
sme_0155,FinTech,Small (10-50),91.63095232279125,62.83855670693956,57.52818902103887,1.771617721345012,False
sme_0156,FinTech,Micro (<10),54.7485862550282,66.4862526345075,92.08817848687441,0.37553595349273217,False
sme_0157,Retail,Medium (50-250),69.31878795280619,58.01260388560343,65.96719371764001,0.32362256247406623,False
sme_0158,Manufacturing,Small (10-50),71.00050114328418,29.98593538508566,72.79881545564609,0.2464352631313954,False
sme_0159,Retail,Micro (<10),72.15254751401879,46.367278274139835,90.57876285658907,0.23610780171731297,False
sme_0160,Manufacturing,Medium (50-250),51.849812381846746,62.086962272753944,42.620620699945405,1.2047430372066348,False
sme_0161,FinTech,Micro (<10),65.22379516744509,41.07058544494319,64.48167018529695,1.0327605392017989,False
sme_0162,Services,Micro (<10),74.17954257891708,54.00153975847554,68.3373766622979,0.2829660720678241,False
sme_0163,Retail,Small (10-50),56.59092214108494,60.33729028463764,39.508360416356844,1.1101472240016426,False
sme_0164,Services,Medium (50-250),50.943797681030034,54.666527602188644,90.40276591851637,0.44403892264320405,False
sme_0165,Manufacturing,Micro (<10),86.01477030650396,72.70334333019103,57.650507490186556,0.3515850771497446,False
sme_0166,Services,Micro (<10),55.886074142674474,38.15687997386799,85.12161127703806,0.3735415431668542,False
sme_0167,Retail,Micro (<10),48.39594638293679,32.66131947426995,82.28153838156844,0.7947214419648851,False
sme_0168,Services,Small (10-50),73.49300869347978,52.007037606861616,96.51400867281514,1.4239119682345442,False
sme_0169,Manufacturing,Small (10-50),43.59704814844483,48.85640446454238,85.03015477255322,0.7557768160707673,False
sme_0170,FinTech,Micro (<10),59.487736880732776,39.83347675095278,87.25540609263417,0.38225772708283756,False
sme_0171,Services,Micro (<10),77.18067324892793,66.91367514680994,67.36862862413015,1.7013854593244782,False
sme_0172,Manufacturing,Micro (<10),69.03560183369146,62.1347321810365,86.19457698475077,0.3174051731199424,False
sme_0173,Manufacturing,Micro (<10),69.29014559208257,48.79185640300964,40.15519346965799,0.3975017064413506,False
sme_0174,FinTech,Small (10-50),74.13015228050314,49.52589815137848,76.05366420743783,2.027255698079865,False
sme_0175,Retail,Small (10-50),48.83185531076106,38.82120367035941,44.14922257908149,1.6277430732694482,False
sme_0176,Retail,Medium (50-250),62.51647000045818,29.01009624331549,57.99525918762362,0.955609759877623,False
sme_0177,FinTech,Small (10-50),70.85918565893454,66.45535132433298,42.11135273946533,0.6034469881977956,False
sme_0178,FinTech,Small (10-50),85.76852116495184,45.79207748639046,79.45171631749977,0.29649601861009867,False
sme_0179,Services,Micro (<10),70.77913671342745,62.73429503784781,81.29385166929731,0.3688752542428242,False
sme_0180,FinTech,Micro (<10),60.50651812067868,32.64788347592375,86.19174001939207,0.6625276605349708,False
sme_0181,FinTech,Small (10-50),46.13139809774681,50.68343925522704,67.24332883595063,0.49175731462316624,False
sme_0182,Services,Small (10-50),85.11075286662853,52.48292184337725,69.99595683782674,0.5057638817639637,False
sme_0183,Manufacturing,Small (10-50),71.24135655912154,54.317687267601464,57.679490041887206,0.528944372024997,False
sme_0184,FinTech,Small (10-50),57.140168916676785,38.71290734788123,72.30421971461762,0.6113967773711482,False
sme_0185,Services,Micro (<10),70.4040920240089,52.15840820866987,85.77205468530894,0.6333671843439924,False
sme_0186,Retail,Small (10-50),99.38121319897024,55.470527388401976,64.95596399888618,0.3240395228804736,False
sme_0187,Retail,Small (10-50),70.32084715888294,61.227916435587815,85.0724403868712,0.6248361391886676,False
sme_0188,Services,Micro (<10),53.5603047680634,43.09383345416543,57.029381126452584,0.7834126999459009,False
sme_0189,Services,Small (10-50),84.30781918457389,69.98556417668291,85.95927174938552,0.5117661261661274,False
sme_0190,FinTech,Micro (<10),73.00643954748098,58.85913971352459,73.8137119310682,0.6649642679614418,False
sme_0191,Retail,Small (10-50),80.74987180774002,57.67361850775313,73.4688616364605,0.7160134183931766,False
sme_0192,Services,Medium (50-250),71.00560895715186,49.342654145158164,52.26496309641967,0.8277415395363644,False
sme_0193,Retail,Micro (<10),85.56226054339166,52.267992350807766,59.33279153610304,0.7137048433588031,False
sme_0194,FinTech,Micro (<10),77.85332400006081,68.41817791901629,90.68658855621123,1.3009807439117198,False
sme_0195,Manufacturing,Small (10-50),84.8225771968458,30.780665365971192,67.78964265300915,0.7134776446176397,False
sme_0196,FinTech,Micro (<10),79.8270664109053,48.826242521303044,87.81839262892261,0.6178361330745634,False
sme_0197,Manufacturing,Medium (50-250),69.25140647584082,53.89383976793267,62.248155377297174,0.4960285540984632,False
sme_0198,FinTech,Micro (<10),72.88571427283225,58.85042051978843,92.67704320035314,0.34316565095134355,False
sme_0199,FinTech,Micro (<10),82.72999845608257,68.48585561649023,90.58425673171739,0.16733102318883952,False
sme_0200,Manufacturing,Small (10-50),79.55984430753914,52.60183127815264,91.72502580236305,1.073718471508075,True
sme_0201,Services,Micro (<10),55.43548540731679,33.60241635671599,89.46373051273197,0.4352601817622704,False
sme_0202,FinTech,Micro (<10),84.01053571083582,48.14303170977631,47.91277887974699,0.7251102495507918,False
sme_0203,Retail,Small (10-50),50.73445227680754,71.33126738882538,55.379545358186746,0.8216462235083913,False
sme_0204,Services,Medium (50-250),67.43680471378634,53.290800924733894,66.673478512502,0.40170093542226154,False
sme_0205,Retail,Medium (50-250),86.51324369713481,65.4768229568535,92.47362047366742,0.3855043683086086,False
sme_0206,FinTech,Small (10-50),55.74122527546665,42.42147065736841,90.22363045767005,0.3874207009914971,False
sme_0207,Retail,Small (10-50),76.75733190904597,90.0,75.97798990293664,0.7699804445642133,False
sme_0208,FinTech,Micro (<10),56.510371097041755,59.14574322863165,63.73583374518178,0.1879557689183433,False
sme_0209,Manufacturing,Micro (<10),57.89546114940924,49.41392530378384,55.05078170502317,1.0784959006552814,False
sme_0210,FinTech,Small (10-50),59.54076005112851,34.98910610217703,35.2522544582233,0.5269450004839371,False
sme_0211,Retail,Micro (<10),54.42847079509347,49.56158557510409,48.533217366902,0.20400509419360993,False
sme_0212,Services,Micro (<10),90.54129221074643,79.330212798557,96.56289025691241,0.24354097803380453,False
sme_0213,Services,Small (10-50),91.9889084102007,59.12217207421469,80.61352369683655,0.35647041421782616,False
sme_0214,Retail,Small (10-50),83.64072240866133,36.035525641968476,79.96587200706045,0.8568226126565388,False
sme_0215,FinTech,Micro (<10),76.64559362546595,41.6348305872353,76.22952731425676,0.804387321645524,False
sme_0216,Retail,Small (10-50),58.94721341956369,32.85089880897989,45.713889598337886,0.481816796105598,False
sme_0217,Retail,Small (10-50),71.19844164663519,54.732916528410314,78.6880853485496,0.2798489807923041,False
sme_0218,Manufacturing,Micro (<10),69.43121807840045,44.82256820757776,64.4474738759826,0.3613355021372774,False
sme_0219,Services,Micro (<10),60.61064454886841,51.17480503542334,49.55766811643832,0.9736172593433237,False
sme_0220,FinTech,Micro (<10),93.85572298521002,67.69077253745726,59.688198653490254,2.161874652717035,False
sme_0221,Retail,Micro (<10),77.23802509426697,69.11205134468354,63.13942110036014,0.8665060830043216,False
sme_0222,FinTech,Small (10-50),85.45471904464807,61.0500360881271,39.43781636036274,1.3697241765058135,False
sme_0223,Retail,Micro (<10),70.35869989810803,55.28229644081296,79.72357895582644,0.9044030774789517,False
sme_0224,Manufacturing,Small (10-50),60.399408100468904,48.49489006481104,63.46243917827221,2.1731873207557966,False
sme_0225,Services,Small (10-50),54.85409058069362,65.54806848951038,43.61748071264286,0.48013329387273446,False
sme_0226,FinTech,Small (10-50),76.99496102285767,69.53349714216843,45.31046316047968,0.5206950898047862,False
sme_0227,Manufacturing,Micro (<10),53.85074043542194,39.169097175355404,37.018693092423845,0.5598299707470143,True
sme_0228,Services,Micro (<10),75.90443959082697,77.87812333761853,79.51663239510609,0.5983335422501947,False
sme_0229,Retail,Micro (<10),60.71383215380968,66.6119673480476,94.69020366388624,0.42344193856844436,False
sme_0230,Manufacturing,Micro (<10),92.13442249044218,50.954780422354446,51.557816020653604,3.347727857321382,False
sme_0231,Retail,Micro (<10),74.20030842417337,36.55419421867645,68.45820819999847,2.431883208769207,False
sme_0232,Manufacturing,Micro (<10),76.39233400800252,65.0962815236615,67.46021121804617,0.7124435855104191,False
sme_0233,Manufacturing,Micro (<10),57.9554738622619,53.40057100183198,63.22209152716975,0.21156652976152768,False
sme_0234,Services,Micro (<10),94.34962494580648,78.09567766190762,82.09416505622697,0.5075523327114657,False
sme_0235,Services,Small (10-50),56.06097572928978,41.787703904451604,87.92687043644425,0.18992672522483475,False
sme_0236,FinTech,Medium (50-250),69.08343515868452,30.31432461606763,90.52849269926364,0.7012720090999807,False
sme_0237,Manufacturing,Small (10-50),70.5208125470876,65.16955434215213,66.57898277771751,0.317138666077831,False
sme_0238,Manufacturing,Micro (<10),73.35882602905527,54.85421851712007,54.09826732127482,0.41665502975751445,False
sme_0239,Retail,Micro (<10),58.06727465377743,66.51359471843605,76.06787449589933,0.574923303673578,False
sme_0240,Manufacturing,Small (10-50),81.86778223158794,51.56554891151148,71.90937828250193,1.8060265679423337,True
sme_0241,Manufacturing,Small (10-50),79.9114171352614,52.99117203094836,73.3403071521786,0.5628619202662289,False
sme_0242,Services,Small (10-50),60.76658762662439,51.48943149218589,78.05880223862516,0.6378230260078217,False
sme_0243,Retail,Micro (<10),83.69023202886619,81.6548786598461,86.96500494126641,0.17601701939561804,False
sme_0244,Manufacturing,Micro (<10),54.796846676084314,36.1006092101399,36.24996306806141,0.6872005121640062,False
sme_0245,Manufacturing,Small (10-50),66.64088022806135,67.69825088666637,73.70436811788935,0.6725742947716975,False
sme_0246,FinTech,Micro (<10),65.90968535670251,54.0407184861816,54.59748828243319,0.1871331405987331,False
sme_0247,FinTech,Micro (<10),50.808723457439505,57.70311087917423,89.00152318054208,0.8265493154276392,False
sme_0248,Retail,Medium (50-250),53.55725455069442,56.856491739421266,42.426227472173686,0.29233959503873425,False
sme_0249,Manufacturing,Medium (50-250),76.54337538033877,64.62589647794002,61.71647616403727,1.1041853152677448,False
sme_0250,FinTech,Micro (<10),87.82518556187364,53.46643889181401,52.07645402294278,1.0160726528803439,False
sme_0251,Retail,Micro (<10),97.24077003161798,71.74672795848748,70.18126576903337,0.23648976119310774,False
sme_0252,Services,Micro (<10),66.02643906219387,47.00106797719026,81.82169173265062,0.17068023173951152,False
sme_0253,FinTech,Micro (<10),67.6815638194057,60.24008583285353,83.87249644915116,0.4321285043736151,False
sme_0254,FinTech,Micro (<10),71.08637340895484,70.24273945758999,65.03817239446006,0.21338201818671435,False
sme_0255,FinTech,Small (10-50),67.99110614368979,59.08353426842523,85.60803131444456,0.6220569499390972,False
sme_0256,Manufacturing,Medium (50-250),59.50618120800185,52.08915985002447,59.02860264111431,0.2607677517000909,False
sme_0257,FinTech,Small (10-50),100.0,55.657714813185756,49.99584982334407,0.8485022145444566,False
sme_0258,Manufacturing,Micro (<10),66.49964421299146,81.1085557509834,56.84657566670307,1.0451370016883632,False
sme_0259,Manufacturing,Micro (<10),60.01061074304951,39.81971201361922,80.57537908639647,0.0952386900857761,False
sme_0260,Manufacturing,Small (10-50),98.78901112292095,58.98643480372161,88.55787275757608,0.906161573308619,False
sme_0261,Manufacturing,Micro (<10),48.83132918259622,37.72120591759108,82.99210692956669,0.7195107620855744,False
sme_0262,Manufacturing,Small (10-50),63.58730364282342,48.2191613310476,78.36343876520412,1.872388401057466,False
sme_0263,Manufacturing,Small (10-50),67.46540811982268,54.73417648432152,65.89954725937851,0.4432091188942371,False
